,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Education_Category,Age Index,EnvironmentSatisfaction_Category,WorkLifeBalance_Category,JobInvolvement_Category
1112,38,Yes,Travel_Rarely,903,Research & Development,2,Medical,3,Male,81,3,Manufacturing Director,2,Married,4855,7653,4,No,11,3,1,2,7,2,3,5,2,1,4,Bachelor,Millenials 24-38 Y,High,High,Better
1113,32,No,Non-Travel,1200,Research & Development,1,Technical Degree,4,Male,62,3,Research Scientist,1,Married,4087,25174,4,No,14,3,2,1,9,3,2,6,5,1,2,Master,Millenials 24-38 Y,Very High,Medium,Better
1114,48,No,Travel_Rarely,1108,Research & Development,15,Other,3,Female,65,3,Research Scientist,1,Married,2367,16530,8,No,12,3,4,1,10,3,2,8,2,7,6,Master,Gen X 39-54 Y,High,Medium,Better
1115,34,No,Travel_Rarely,479,Research & Development,7,Medical,1,Male,35,3,Research Scientist,4,Single,2972,22061,1,No,13,3,3,0,1,4,1,1,0,0,0,Master,Millenials 24-38 Y,Low,Low,Better
1116,55,No,Travel_Rarely,685,Sales,26,Marketing,3,Male,60,2,Manager,4,Married,19586,23037,1,No,21,4,3,1,36,3,3,36,6,2,13,Doctor,Gen Boomers >= 55 Y,High,High,Good
1117,34,No,Travel_Rarely,1351,Research & Development,1,Life Sciences,2,Male,45,3,Research Scientist,4,Married,5484,13008,9,No,17,3,2,1,9,3,2,2,2,2,1,Master,Millenials 24-38 Y,Medium,Medium,Better
1118,26,No,Travel_Rarely,474,Research & Development,3,Life Sciences,1,Female,89,3,Research Scientist,4,Married,2061,11133,1,No,21,4,1,0,1,5,3,1,0,0,0,Bachelor,Millenials 24-38 Y,Low,High,Better
1119,38,No,Travel_Rarely,1245,Sales,14,Life Sciences,3,Male,80,3,Sales Executive,2,Married,9924,12355,0,No,11,3,4,1,10,3,3,9,8,7,7,Bachelor,Millenials 24-38 Y,High,High,Better
1120,38,No,Travel_Rarely,437,Sales,16,Life Sciences,2,Female,90,3,Sales Executive,2,Single,4198,16379,2,No,12,3,2,0,8,5,4,3,2,1,2,Bachelor,Millenials 24-38 Y,Medium,Best,Better
1121,36,No,Travel_Rarely,884,Sales,1,Life Sciences,2,Female,73,3,Sales Executive,3,Single,6815,21447,6,No,13,3,1,0,15,5,3,1,0,0,0,Master,Millenials 24-38 Y,Medium,High,Better
1122,29,No,Travel_Rarely,1370,Research & Development,3,Medical,2,Male,87,3,Laboratory Technician,1,Single,4723,16213,1,Yes,18,3,4,0,10,3,3,10,9,1,5,Bachelor,Millenials 24-38 Y,Medium,High,Better
1123,35,No,Travel_Rarely,670,Research & Development,10,Medical,1,Female,51,3,Healthcare Representative,3,Single,6142,4223,3,Yes,16,3,3,0,10,4,3,5,2,0,4,Master,Millenials 24-38 Y,Low,High,Better
1124,39,No,Travel_Rarely,1462,Sales,6,Medical,4,Male,38,4,Sales Executive,3,Married,8237,4658,2,No,11,3,1,1,11,3,3,7,6,7,6,Bachelor,Gen X 39-54 Y,Very High,High,Very High
1125,29,No,Travel_Frequently,995,Research & Development,2,Life Sciences,1,Male,87,3,Healthcare Representative,4,Divorced,8853,24483,1,No,19,3,4,1,6,0,4,6,4,1,3,Bachelor,Millenials 24-38 Y,Low,Best,Better
1126,50,No,Travel_Rarely,264,Sales,9,Marketing,3,Male,59,3,Manager,3,Married,19331,19519,4,Yes,16,3,3,1,27,2,3,1,0,0,0,Bachelor,Gen X 39-54 Y,High,High,Better
1127,23,No,Travel_Rarely,977,Research & Development,10,Technical Degree,4,Male,45,4,Research Scientist,3,Married,2073,12826,2,No,16,3,4,1,4,2,3,2,2,2,2,Bachelor,Gen Z 18 - 23 Y,Very High,High,Very High
1128,36,No,Travel_Frequently,1302,Research & Development,6,Life Sciences,1,Male,80,4,Laboratory Technician,1,Married,5562,19711,3,Yes,13,3,4,1,9,3,3,3,2,0,2,Master,Millenials 24-38 Y,Low,High,Very High
1129,42,No,Travel_Rarely,1059,Research & Development,9,Other,4,Male,93,2,Manager,4,Single,19613,26362,8,No,22,4,4,0,24,2,3,1,0,0,1,Bachelor,Gen X 39-54 Y,Very High,High,Good
1130,35,No,Travel_Rarely,750,Research & Development,28,Life Sciences,2,Male,46,4,Laboratory Technician,3,Married,3407,25348,1,No,17,3,4,2,10,3,2,10,9,6,8,Bachelor,Millenials 24-38 Y,Medium,Medium,Very High
1131,34,No,Travel_Frequently,653,Research & Development,10,Technical Degree,4,Male,92,2,Healthcare Representative,3,Married,5063,15332,1,No,14,3,2,1,8,3,2,8,2,7,7,Master,Millenials 24-38 Y,Very High,Medium,Good
1132,40,No,Travel_Rarely,118,Sales,14,Life Sciences,4,Female,84,3,Sales Executive,1,Married,4639,11262,1,No,15,3,3,1,5,2,3,5,4,1,2,Bachelor,Gen X 39-54 Y,Very High,High,Better
1133,43,No,Travel_Rarely,990,Research & Development,27,Technical Degree,4,Male,87,4,Laboratory Technician,2,Divorced,4876,5855,5,No,12,3,3,1,8,0,3,6,4,0,2,Bachelor,Gen X 39-54 Y,Very High,High,Very High
1134,35,No,Travel_Rarely,1349,Research & Development,7,Life Sciences,3,Male,63,2,Laboratory Technician,4,Married,2690,7713,1,No,18,3,4,1,1,5,2,1,0,0,1,Bachelor,Millenials 24-38 Y,High,Medium,Good
1135,46,No,Travel_Rarely,563,Sales,1,Life Sciences,4,Male,56,4,Manager,1,Single,17567,3156,1,No,15,3,2,0,27,5,1,26,0,0,12,Master,Gen X 39-54 Y,Very High,Low,Very High
1136,28,Yes,Travel_Rarely,329,Research & Development,24,Medical,3,Male,51,3,Laboratory Technician,2,Married,2408,7324,1,Yes,17,3,3,3,1,3,3,1,1,0,0,Bachelor,Millenials 24-38 Y,High,High,Better
1137,22,No,Non-Travel,457,Research & Development,26,Other,2,Female,85,2,Research Scientist,3,Married,2814,10293,1,Yes,14,3,2,0,4,2,2,4,2,1,3,Bachelor,Gen Z 18 - 23 Y,Medium,Medium,Good
1138,50,No,Travel_Frequently,1234,Research & Development,20,Medical,2,Male,41,3,Healthcare Representative,3,Married,11245,20689,2,Yes,15,3,3,1,32,3,3,30,8,12,13,Doctor,Gen X 39-54 Y,Medium,High,Better
1139,32,No,Travel_Rarely,634,Research & Development,5,Other,2,Female,35,4,Research Scientist,4,Married,3312,18783,3,No,17,3,4,2,6,3,3,3,2,0,2,Master,Millenials 24-38 Y,Medium,High,Very High
1140,44,No,Travel_Rarely,1313,Research & Development,7,Medical,2,Female,31,3,Research Director,4,Divorced,19049,3549,0,Yes,14,3,4,1,23,4,2,22,7,1,10,Bachelor,Gen X 39-54 Y,Medium,Medium,Better
1141,30,No,Travel_Rarely,241,Research & Development,7,Medical,2,Male,48,2,Research Scientist,2,Married,2141,5348,1,No,12,3,2,1,6,3,2,6,4,1,1,Bachelor,Millenials 24-38 Y,Medium,Medium,Good
1142,45,No,Travel_Rarely,1015,Research & Development,5,Medical,3,Female,50,1,Laboratory Technician,1,Single,5769,23447,1,Yes,14,3,1,0,10,3,3,10,7,1,4,Doctor,Gen X 39-54 Y,High,High,Bad
1143,45,No,Non-Travel,336,Sales,26,Marketing,1,Male,52,2,Sales Executive,1,Married,4385,24162,1,No,15,3,1,1,10,2,3,10,7,4,5,Bachelor,Gen X 39-54 Y,Low,High,Good
1144,31,No,Travel_Frequently,715,Sales,2,Other,4,Male,54,3,Sales Executive,1,Single,5332,21602,7,No,13,3,4,0,10,3,3,5,2,0,3,Master,Millenials 24-38 Y,Very High,High,Better
1145,36,No,Travel_Rarely,559,Research & Development,12,Life Sciences,3,Female,76,3,Manufacturing Director,3,Married,4663,12421,9,Yes,12,3,2,2,7,2,3,3,2,1,1,Master,Millenials 24-38 Y,High,High,Better
1146,34,No,Travel_Frequently,426,Research & Development,10,Life Sciences,3,Male,42,4,Manufacturing Director,4,Divorced,4724,17000,1,No,13,3,1,1,9,3,3,9,7,7,2,Master,Millenials 24-38 Y,High,High,Very High
1147,49,No,Travel_Rarely,722,Research & Development,25,Life Sciences,3,Female,84,3,Laboratory Technician,1,Married,3211,22102,1,No,14,3,4,1,10,3,2,9,6,1,4,Master,Gen X 39-54 Y,High,Medium,Better
1148,39,No,Travel_Rarely,1387,Research & Development,10,Medical,2,Male,76,3,Manufacturing Director,1,Married,5377,3835,2,No,13,3,4,3,10,3,3,7,7,7,7,Doctor,Gen X 39-54 Y,Medium,High,Better
1149,27,No,Travel_Rarely,1302,Research & Development,19,Other,4,Male,67,2,Laboratory Technician,1,Divorced,4066,16290,1,No,11,3,1,2,7,3,3,7,7,0,7,Bachelor,Millenials 24-38 Y,Very High,High,Good
1150,35,No,Travel_Rarely,819,Research & Development,18,Life Sciences,2,Male,48,4,Research Scientist,1,Married,5208,26312,1,No,11,3,4,0,16,2,3,16,15,1,10,Doctor,Millenials 24-38 Y,Medium,High,Very High
1151,28,No,Travel_Rarely,580,Research & Development,27,Medical,2,Female,39,1,Manufacturing Director,1,Divorced,4877,20460,0,No,21,4,2,1,6,5,2,5,3,0,0,Bachelor,Millenials 24-38 Y,Medium,Medium,Bad
1152,21,No,Travel_Rarely,546,Research & Development,5,Medical,3,Male,97,3,Research Scientist,4,Single,3117,26009,1,No,18,3,3,0,3,2,3,2,2,2,2,Bachelor,Gen Z 18 - 23 Y,High,High,Better
1153,18,Yes,Travel_Frequently,544,Sales,3,Medical,2,Female,70,3,Sales Representative,4,Single,1569,18420,1,Yes,12,3,3,0,0,2,4,0,0,0,0,Bachelor,Gen Z 18 - 23 Y,Medium,Best,Better
1154,47,No,Travel_Rarely,1176,Human Resources,26,Life Sciences,4,Female,98,3,Manager,3,Married,19658,5220,3,No,11,3,3,1,27,2,3,5,2,1,0,Master,Gen X 39-54 Y,Very High,High,Better
1155,39,No,Travel_Rarely,170,Research & Development,3,Medical,3,Male,76,2,Laboratory Technician,3,Divorced,3069,10302,0,No,15,3,4,1,11,3,3,10,8,0,7,Bachelor,Gen X 39-54 Y,High,High,Good
1156,40,No,Travel_Rarely,884,Research & Development,15,Life Sciences,1,Female,80,2,Manufacturing Director,3,Married,10435,25800,1,No,13,3,4,2,18,2,3,18,15,14,12,Bachelor,Gen X 39-54 Y,Low,High,Good
1157,35,No,Non-Travel,208,Research & Development,8,Life Sciences,3,Female,52,3,Healthcare Representative,3,Married,4148,12250,1,No,12,3,4,1,15,5,3,14,11,2,9,Master,Millenials 24-38 Y,High,High,Better
1158,37,No,Travel_Rarely,671,Research & Development,19,Life Sciences,3,Male,85,3,Manufacturing Director,3,Married,5768,26493,3,No,17,3,1,3,9,2,2,4,3,0,2,Bachelor,Millenials 24-38 Y,High,Medium,Better
1159,39,No,Travel_Frequently,711,Research & Development,4,Medical,1,Female,81,3,Manufacturing Director,3,Single,5042,3140,0,No,13,3,4,0,10,2,1,9,2,3,8,Bachelor,Gen X 39-54 Y,Low,Low,Better
1160,45,No,Travel_Rarely,1329,Research & Development,2,Other,4,Female,59,2,Manufacturing Director,4,Divorced,5770,5388,1,No,19,3,1,2,10,3,3,10,7,3,9,Bachelor,Gen X 39-54 Y,Very High,High,Good
1161,38,No,Travel_Rarely,397,Research & Development,2,Medical,4,Female,54,2,Manufacturing Director,3,Married,7756,14199,3,Yes,19,3,4,1,10,6,4,5,4,0,2,Bachelor,Millenials 24-38 Y,Very High,Best,Good
1162,35,Yes,Travel_Rarely,737,Sales,10,Medical,4,Male,55,2,Sales Executive,1,Married,10306,21530,9,No,17,3,3,0,15,3,3,13,12,6,0,Bachelor,Millenials 24-38 Y,Very High,High,Good
1163,37,No,Travel_Rarely,1470,Research & Development,10,Medical,2,Female,71,3,Research Scientist,2,Married,3936,9953,1,No,11,3,1,1,8,2,1,8,4,7,7,Bachelor,Millenials 24-38 Y,Medium,Low,Better
1164,40,No,Travel_Rarely,448,Research & Development,16,Life Sciences,3,Female,84,3,Manufacturing Director,4,Single,7945,19948,6,Yes,15,3,4,0,18,2,2,4,2,3,3,Bachelor,Gen X 39-54 Y,High,Medium,Better
1165,44,No,Travel_Frequently,602,Human Resources,1,Human Resources,1,Male,37,3,Human Resources,4,Married,5743,10503,4,Yes,11,3,3,0,14,3,3,10,7,0,2,Doctor,Gen X 39-54 Y,Low,High,Better
1166,48,No,Travel_Frequently,365,Research & Development,4,Medical,3,Male,89,2,Manager,4,Married,15202,5602,2,No,25,4,2,1,23,3,3,2,2,2,2,Doctor,Gen X 39-54 Y,High,High,Good
1167,35,Yes,Travel_Rarely,763,Sales,15,Medical,1,Male,59,1,Sales Executive,4,Divorced,5440,22098,6,Yes,14,3,4,2,7,2,2,2,2,2,2,Bachelor,Millenials 24-38 Y,Low,Medium,Bad
1168,24,No,Travel_Frequently,567,Research & Development,2,Technical Degree,1,Female,32,3,Research Scientist,4,Single,3760,17218,1,Yes,13,3,3,0,6,2,3,6,3,1,3,Bachelor,Millenials 24-38 Y,Low,High,Better
1169,27,No,Travel_Rarely,486,Research & Development,8,Medical,2,Female,86,4,Research Scientist,3,Married,3517,22490,7,No,17,3,1,0,5,0,3,3,2,0,2,Bachelor,Millenials 24-38 Y,Medium,High,Very High
1170,27,No,Travel_Frequently,591,Research & Development,2,Medical,4,Male,87,3,Research Scientist,4,Single,2580,6297,2,No,13,3,3,0,6,0,2,4,2,1,2,Bachelor,Millenials 24-38 Y,Very High,Medium,Better
1171,40,Yes,Travel_Rarely,1329,Research & Development,7,Life Sciences,1,Male,73,3,Laboratory Technician,1,Single,2166,3339,3,Yes,14,3,2,0,10,3,1,4,2,0,3,Bachelor,Gen X 39-54 Y,Low,Low,Better
1172,29,No,Travel_Rarely,469,Sales,10,Medical,3,Male,42,2,Sales Executive,3,Single,5869,23413,9,No,11,3,3,0,8,2,3,5,2,1,4,Bachelor,Millenials 24-38 Y,High,High,Good
1173,36,No,Travel_Rarely,711,Research & Development,5,Life Sciences,2,Female,42,3,Healthcare Representative,1,Married,8008,22792,4,No,12,3,3,2,9,6,3,3,2,0,2,Master,Millenials 24-38 Y,Medium,High,Better
1174,25,No,Travel_Frequently,772,Research & Development,2,Life Sciences,4,Male,77,4,Manufacturing Director,3,Divorced,5206,4973,1,No,17,3,3,2,7,6,3,7,7,0,7,Bachelor,Millenials 24-38 Y,Very High,High,Very High
1175,39,No,Travel_Rarely,492,Research & Development,12,Medical,4,Male,66,3,Manufacturing Director,2,Married,5295,7693,4,No,21,4,3,0,7,3,3,5,4,1,0,Bachelor,Gen X 39-54 Y,Very High,High,Better
1176,49,No,Travel_Rarely,301,Research & Development,22,Other,1,Female,72,3,Research Director,2,Married,16413,3498,3,No,16,3,2,2,27,2,3,4,2,1,2,Master,Gen X 39-54 Y,Low,High,Better
1177,50,No,Travel_Rarely,813,Research & Development,17,Life Sciences,4,Female,50,2,Research Director,1,Divorced,13269,21981,5,No,15,3,3,3,19,3,3,14,11,1,11,Doctor,Gen X 39-54 Y,Very High,High,Good
1178,20,No,Travel_Rarely,1141,Sales,2,Medical,3,Female,31,3,Sales Representative,3,Single,2783,13251,1,No,19,3,1,0,2,3,3,2,2,2,2,Bachelor,Gen Z 18 - 23 Y,High,High,Better
1179,34,No,Travel_Rarely,1130,Research & Development,3,Life Sciences,4,Female,66,3,Research Scientist,2,Divorced,5433,19332,1,No,12,3,3,1,11,2,3,11,8,7,9,Bachelor,Millenials 24-38 Y,Very High,High,Better
1180,36,No,Travel_Rarely,311,Research & Development,7,Life Sciences,1,Male,77,3,Laboratory Technician,2,Single,2013,10950,2,No,11,3,3,0,15,4,3,4,3,1,3,Bachelor,Millenials 24-38 Y,Low,High,Better
1181,49,No,Travel_Rarely,465,Research & Development,6,Life Sciences,3,Female,41,2,Healthcare Representative,3,Married,13966,11652,2,Yes,19,3,2,1,30,3,3,15,11,2,12,Bachelor,Gen X 39-54 Y,High,High,Good
1182,36,No,Non-Travel,894,Research & Development,1,Medical,4,Female,33,2,Manufacturing Director,3,Married,4374,15411,0,No,15,3,3,0,4,6,3,3,2,1,2,Master,Millenials 24-38 Y,Very High,High,Good
1183,36,No,Travel_Rarely,1040,Research & Development,3,Life Sciences,4,Male,79,4,Healthcare Representative,1,Divorced,6842,26308,6,No,20,4,1,1,13,3,3,5,4,0,4,Bachelor,Millenials 24-38 Y,Very High,High,Very High
1184,54,No,Travel_Rarely,584,Research & Development,22,Medical,2,Female,91,3,Manager,3,Married,17426,18685,3,No,25,4,3,1,36,6,3,10,8,4,7,Doctor,Gen X 39-54 Y,Medium,High,Better
1185,43,No,Travel_Rarely,1291,Research & Development,15,Life Sciences,3,Male,65,2,Research Director,3,Married,17603,3525,1,No,24,4,1,1,14,3,3,14,10,6,11,Bachelor,Gen X 39-54 Y,High,High,Good
1186,35,Yes,Travel_Frequently,880,Sales,12,Other,4,Male,36,3,Sales Executive,4,Single,4581,10414,3,Yes,24,4,1,0,13,2,4,11,9,6,7,Master,Millenials 24-38 Y,Very High,Best,Better
1187,38,No,Travel_Frequently,1189,Research & Development,1,Life Sciences,4,Male,90,3,Research Scientist,4,Married,4735,9867,7,No,15,3,4,2,19,4,4,13,11,2,9,Bachelor,Millenials 24-38 Y,Very High,Best,Better
1188,29,No,Travel_Rarely,991,Sales,5,Medical,1,Male,43,2,Sales Executive,2,Divorced,4187,3356,1,Yes,13,3,2,1,10,3,2,10,0,0,9,Bachelor,Millenials 24-38 Y,Low,Medium,Good
1189,33,No,Travel_Rarely,392,Sales,2,Medical,4,Male,93,3,Sales Executive,4,Divorced,5505,3921,1,No,14,3,3,2,6,5,3,6,2,0,4,Master,Millenials 24-38 Y,Very High,High,Better
1190,32,No,Travel_Rarely,977,Research & Development,2,Medical,4,Male,45,3,Research Scientist,2,Divorced,5470,25518,0,No,13,3,3,2,10,4,2,9,5,1,6,Bachelor,Millenials 24-38 Y,Very High,Medium,Better
1191,31,No,Travel_Rarely,1112,Sales,5,Life Sciences,1,Female,67,3,Sales Executive,4,Married,5476,22589,1,No,11,3,1,2,10,2,3,10,0,0,2,Master,Millenials 24-38 Y,Low,High,Better
1192,49,No,Travel_Rarely,464,Research & Development,16,Medical,4,Female,74,3,Laboratory Technician,1,Divorced,2587,24941,4,Yes,16,3,2,1,17,2,2,2,2,2,2,Bachelor,Gen X 39-54 Y,Very High,Medium,Better
1193,38,No,Travel_Frequently,148,Research & Development,2,Medical,4,Female,42,2,Laboratory Technician,2,Single,2440,23826,1,No,22,4,2,0,4,3,3,4,3,3,3,Bachelor,Millenials 24-38 Y,Very High,High,Good
1194,47,No,Travel_Rarely,1225,Sales,2,Life Sciences,2,Female,47,4,Manager,2,Divorced,15972,21086,6,No,14,3,3,3,29,2,3,3,2,1,2,Master,Gen X 39-54 Y,Medium,High,Very High
1195,49,No,Travel_Rarely,809,Research & Development,1,Life Sciences,3,Male,36,3,Manager,3,Single,15379,22384,4,No,14,3,1,0,23,2,3,8,7,0,0,Bachelor,Gen X 39-54 Y,High,High,Better
1196,41,No,Travel_Rarely,1206,Sales,23,Life Sciences,4,Male,80,3,Sales Executive,3,Single,7082,11591,3,Yes,16,3,4,0,21,2,3,2,0,0,2,Bachelor,Gen X 39-54 Y,Very High,High,Better
1197,20,No,Travel_Rarely,727,Sales,9,Life Sciences,4,Male,54,3,Sales Representative,1,Single,2728,21082,1,No,11,3,1,0,2,3,3,2,2,0,2,Bachelor,Gen Z 18 - 23 Y,Very High,High,Better
1198,33,No,Non-Travel,530,Sales,16,Life Sciences,3,Female,36,3,Sales Executive,4,Divorced,5368,16130,1,Yes,25,4,3,1,7,2,3,6,5,1,2,Bachelor,Millenials 24-38 Y,High,High,Better
1199,36,No,Travel_Rarely,1351,Research & Development,26,Life Sciences,1,Male,80,3,Healthcare Representative,3,Married,5347,7419,6,No,14,3,2,2,10,2,2,3,2,0,2,Master,Millenials 24-38 Y,Low,Medium,Better
1200,44,No,Travel_Rarely,528,Human Resources,1,Life Sciences,3,Female,44,3,Human Resources,4,Divorced,3195,4167,4,Yes,18,3,1,3,8,2,3,2,2,2,2,Bachelor,Gen X 39-54 Y,High,High,Better
1201,23,Yes,Travel_Rarely,1320,Research & Development,8,Medical,4,Male,93,2,Laboratory Technician,3,Single,3989,20586,1,Yes,11,3,1,0,5,2,3,5,4,1,2,Bachelor,Gen Z 18 - 23 Y,Very High,High,Good
1202,38,No,Travel_Rarely,1495,Research & Development,4,Medical,4,Female,87,3,Laboratory Technician,3,Married,3306,26176,7,No,19,3,4,1,7,5,2,0,0,0,0,Bachelor,Millenials 24-38 Y,Very High,Medium,Better
1203,53,No,Travel_Rarely,1395,Research & Development,24,Medical,2,Male,48,4,Healthcare Representative,4,Married,7005,3458,3,No,15,3,3,0,11,2,3,4,3,1,2,Master,Gen X 39-54 Y,Medium,High,Very High
1204,48,Yes,Travel_Frequently,708,Sales,7,Medical,4,Female,95,3,Sales Representative,3,Married,2655,11740,2,Yes,11,3,3,2,19,3,3,9,7,7,7,Bachelor,Gen X 39-54 Y,Very High,High,Better
1205,32,Yes,Travel_Rarely,1259,Research & Development,2,Life Sciences,4,Male,95,3,Laboratory Technician,2,Single,1393,24852,1,No,12,3,1,0,1,2,3,1,0,0,0,Master,Millenials 24-38 Y,Very High,High,Better
1206,26,No,Non-Travel,786,Research & Development,7,Medical,4,Male,76,3,Laboratory Technician,4,Single,2570,11925,1,No,20,4,3,0,7,5,3,7,7,5,7,Bachelor,Millenials 24-38 Y,Very High,High,Better
1207,55,No,Travel_Rarely,1441,Research & Development,22,Technical Degree,1,Male,94,2,Research Scientist,2,Divorced,3537,23737,5,No,12,3,4,1,8,1,3,4,2,1,2,Bachelor,Gen Boomers >= 55 Y,Low,High,Good
1208,34,No,Travel_Rarely,1157,Research & Development,5,Medical,2,Male,57,2,Laboratory Technician,4,Married,3986,11912,1,No,14,3,3,1,15,3,4,15,10,4,13,Bachelor,Millenials 24-38 Y,Medium,Best,Good
1209,60,No,Travel_Rarely,370,Research & Development,1,Medical,3,Male,92,1,Healthcare Representative,4,Divorced,10883,20467,3,No,20,4,3,1,19,2,4,1,0,0,0,Master,Gen Boomers >= 55 Y,High,Best,Bad
1210,33,No,Travel_Rarely,267,Research & Development,21,Medical,2,Male,79,4,Laboratory Technician,2,Married,2028,13637,1,No,18,3,4,3,14,6,3,14,11,2,13,Bachelor,Millenials 24-38 Y,Medium,High,Very High
1211,37,No,Travel_Frequently,1278,Sales,1,Medical,3,Male,31,1,Sales Executive,4,Divorced,9525,7677,1,No,14,3,3,2,6,2,2,6,3,1,3,Master,Millenials 24-38 Y,High,Medium,Bad
1212,34,No,Travel_Rarely,678,Research & Development,19,Life Sciences,2,Female,35,2,Research Scientist,4,Married,2929,20338,1,No,12,3,2,0,10,3,3,10,9,8,7,Bachelor,Millenials 24-38 Y,Medium,High,Good
1213,23,Yes,Travel_Rarely,427,Sales,7,Life Sciences,3,Male,99,3,Sales Representative,4,Divorced,2275,25103,1,Yes,21,4,2,1,3,2,3,3,2,0,2,Bachelor,Gen Z 18 - 23 Y,High,High,Better
1214,44,No,Travel_Rarely,921,Research & Development,2,Life Sciences,3,Female,96,4,Healthcare Representative,4,Married,7879,14810,1,Yes,19,3,2,1,9,2,3,8,7,6,7,Bachelor,Gen X 39-54 Y,High,High,Very High
1215,35,No,Travel_Frequently,146,Research & Development,2,Medical,1,Male,79,2,Research Scientist,4,Single,4930,13970,0,Yes,14,3,3,0,6,2,4,5,4,1,4,Master,Millenials 24-38 Y,Low,Best,Good
1216,43,No,Travel_Rarely,1179,Sales,2,Medical,4,Male,73,3,Sales Executive,4,Married,7847,6069,1,Yes,17,3,1,1,10,3,3,10,9,8,8,Bachelor,Gen X 39-54 Y,Very High,High,Better
1217,24,No,Travel_Rarely,581,Research & Development,9,Medical,3,Male,62,4,Research Scientist,3,Married,4401,17616,1,No,16,3,4,1,5,1,3,5,3,0,4,Bachelor,Millenials 24-38 Y,High,High,Very High
1218,41,No,Travel_Rarely,918,Sales,6,Marketing,4,Male,35,3,Sales Executive,3,Single,9241,15869,1,No,12,3,2,0,10,3,3,10,8,8,7,Bachelor,Gen X 39-54 Y,Very High,High,Better
1219,29,No,Travel_Rarely,1082,Research & Development,9,Medical,4,Female,43,3,Laboratory Technician,3,Married,2974,25412,9,No,17,3,3,1,9,2,3,5,3,1,2,Master,Millenials 24-38 Y,Very High,High,Better
1220,36,No,Travel_Rarely,530,Sales,2,Life Sciences,3,Female,51,3,Sales Representative,4,Single,4502,7439,3,No,15,3,3,0,17,2,2,13,7,6,7,Master,Millenials 24-38 Y,High,Medium,Better
1221,45,No,Non-Travel,1238,Research & Development,1,Life Sciences,3,Male,74,2,Healthcare Representative,3,Married,10748,3395,3,No,23,4,4,1,25,3,2,23,15,14,4,Bachelor,Gen X 39-54 Y,High,Medium,Good
1222,24,Yes,Travel_Rarely,240,Human Resources,22,Human Resources,4,Male,58,1,Human Resources,3,Married,1555,11585,1,No,11,3,3,1,1,2,3,1,0,0,0,Bachelor,Millenials 24-38 Y,Very High,High,Bad
1223,47,Yes,Travel_Frequently,1093,Sales,9,Life Sciences,3,Male,82,1,Sales Executive,3,Married,12936,24164,7,No,11,3,3,0,25,3,1,23,5,14,10,Bachelor,Gen X 39-54 Y,High,Low,Bad
1224,26,No,Travel_Rarely,390,Research & Development,17,Medical,4,Male,62,1,Laboratory Technician,3,Married,2305,6217,1,No,15,3,3,3,3,3,4,3,2,0,2,Master,Millenials 24-38 Y,Very High,Best,Bad
1225,45,No,Travel_Rarely,1005,Research & Development,28,Technical Degree,4,Female,48,2,Research Director,2,Single,16704,17119,1,No,11,3,3,0,21,2,3,21,6,8,6,Bachelor,Gen X 39-54 Y,Very High,High,Good
1226,32,No,Travel_Frequently,585,Research & Development,10,Life Sciences,1,Male,56,3,Research Scientist,3,Married,3433,17360,6,No,13,3,1,1,10,3,2,5,2,1,3,Bachelor,Millenials 24-38 Y,Low,Medium,Better
1227,31,No,Travel_Rarely,741,Research & Development,2,Life Sciences,2,Male,69,3,Laboratory Technician,3,Married,3477,18103,1,No,14,3,4,1,6,2,4,5,2,0,3,Master,Millenials 24-38 Y,Medium,Best,Better
1228,41,No,Non-Travel,552,Human Resources,4,Human Resources,3,Male,60,1,Human Resources,2,Married,6430,20794,6,No,19,3,2,1,10,4,3,3,2,1,2,Bachelor,Gen X 39-54 Y,High,High,Bad
1229,40,No,Travel_Rarely,369,Research & Development,8,Life Sciences,2,Female,92,3,Manufacturing Director,1,Married,6516,5041,2,Yes,16,3,2,1,18,3,3,1,0,0,0,Bachelor,Gen X 39-54 Y,Medium,High,Better
1230,24,No,Travel_Rarely,506,Research & Development,29,Medical,2,Male,91,3,Laboratory Technician,1,Divorced,3907,3622,1,No,13,3,2,3,6,2,4,6,2,1,2,Bachelor,Millenials 24-38 Y,Medium,Best,Better
1231,46,No,Travel_Rarely,717,Research & Development,13,Life Sciences,3,Male,34,3,Healthcare Representative,2,Single,5562,9697,6,No,14,3,4,0,19,3,3,10,7,0,9,Master,Gen X 39-54 Y,High,High,Better
1232,35,No,Travel_Rarely,1370,Research & Development,27,Life Sciences,4,Male,49,3,Manufacturing Director,3,Married,6883,5151,2,No,16,3,2,1,17,3,3,7,7,0,7,Master,Millenials 24-38 Y,Very High,High,Better
1233,30,No,Travel_Rarely,793,Research & Development,16,Life Sciences,2,Male,33,3,Research Scientist,4,Married,2862,3811,1,No,12,3,2,1,10,2,2,10,0,0,8,Bachelor,Millenials 24-38 Y,Medium,Medium,Better
